10	4186.647113
0	2175.753651
1	2349.908263
2	2588.782451
3	2958.667612
4	3716.666497
5	3157.392645
6	3003.984179
7	3026.283239
8	3223.407153
9	3437.001599
10	4186.647113
11	3296.130786
12	2896.395130
13	2671.705670
14	2555.333140
15	2577.939277
16	2295.619299
17	2127.446711
18	2004.761018
19	1908.203805
20	1829.371004
21	1763.864026
22	1709.251661
23	1664.384875
24	1629.349479
25	1606.194557
26	1602.098385
27	1648.092217
28	1529.715570
29	1460.555950
30	1408.655438
31	1365.792585
32	1328.674188
33	1295.642004
34	1265.731283
